source_page,source_table,Item Name,Count,Amount,month,priceper
1,1,Pork Tossed Ramen,116,1553.8,August,13.39
1,1,Chicken Fried Rice,130,1568.64,August,12.07
2,1,Pork Tossed Rice Noodle,100,1355.56,August,13.56
2,1,Chicken Tossed Ramen,101,1439.54,August,14.25
2,1,Steamed Pork Buns,233,1190.88,August,5.11
2,1,Shrimp Fried Rice,87,1113.51,August,12.8
2,1,Beef Fried Rice,75,992.82,August,13.24
2,1,Fried Pork Dumplings(10),108,970.51,August,8.99
2,1,House Rice Noodle Soup,61,997.21,August,16.35
2,1,House Fried Rice,72,1004.67,August,13.95
2,1,Pork Rice Noodle Soup,63,889.57,August,14.12
2,1,Steam Pork Dumplings(10),106,948.27,August,8.95
2,1,Vegetable Ramen,50,684.06,August,13.68
2,1,Cream Cheese Rangoon(6),117,716.65,August,6.13
2,1,Brown Sugar Milk Tea w. boba,149,601.79,August,4.04
2,1,House Tossed Rice Noodle,35,560.46,August,16.01
2,1,Citrus Honey Fried Chicken  (8),53,536.24,August,10.12
2,1,Tempura Shrimp(3),102,487.66,August,4.78
2,1,Mai's Golden Flake Fried Chicken(8),50,533.85,August,10.68
2,1,Crispy Spring Roll(3),132,523.04,August,3.96
2,1,Chili Pepper Fried Chicken?8?,51,509.24,August,9.99
2,1,Thai Milk Tea w. boba,98,433.74,August,4.43
2,1,House Tossed Ramen,27,443.31,August,16.42
2,1,Spicy Cucumber Salad,69,378.5,August,5.49
3,1,Mai BF Chicken Cutlet Combo,20,347.38,August,17.37
3,1,Vegetable Rice Noodle Soup,25,355.64,August,14.23
3,1,Vegetable Fried Rice,31,361.06,August,11.65
3,1,Pork Fried Rice,27,344.44,August,12.76
3,1,Jumbo Chicken Tenders Combo (3),39,378.75,August,9.71
3,1,Golden Coconut Crunch Chicken(8),33,339.86,August,10.3
3,1,Wonton Soup,30,328.39,August,10.95
3,1,Crispy Pork Egg Roll(3),75,295.23,August,3.94
3,1,Vegetable Tossed Rice Noodle,24,324.97,August,13.54
3,1,Vegetable Tossed Ramen,22,305.12,August,13.87
3,1,Mai OG Fried Chicken Wings(4),51,274.32,August,5.38
3,1,Brown Sugar Rice Cake (5),54,289.82,August,5.37
3,1,Dr. Pepper,94,279.4,August,2.97
3,1,Pepsi zero,91,260.31,August,2.86
3,1,Pepsi,87,253.94,August,2.92
3,1,Tangy Honey Mustard Fried Chicken (8),28,259.41,August,9.26
3,1,Sweet Ice Tea,87,247.16,August,2.84
3,1,Sweet Sesame Ball (6) w. red bean,48,223.93,August,4.67
3,1,Strawberry Sunrise,61,249.01,August,4.08
3,1,Mai's BF Chicken Cutlet,29,218.02,August,7.52
3,1,Onion Glory Fried Chicken(8),23,237.88,August,10.34
3,1,Golden Kiwi,49,203.94,August,4.16
4,1,Unsweet Ice Tea,69,201.11,August,2.91
4,1,Specialty Drink,69,203.14,August,2.94
4,1,Mai Buffalo Chicken Wings(8),22,214.18,August,9.74
4,1,Crispy French Fries(LG),43,168.35,August,3.92
4,1,Lemonade,59,175.02,August,2.97
4,1,Mango Milk Tea,40,190.2,August,4.76
4,1,Strawberry Milk Tea,42,186.52,August,4.44
4,1,Steam Pork Bun ?3?,16,113.94,August,7.12
4,1,Hot Tea,35,103.03,August,2.94
4,1,Brown Sugar Milk Tea,22,99.33,August,4.51
4,1,Strawberry Jas-Lemonade,23,94.87,August,4.12
4,1,BF chicken cutlet combo,7,92.5,August,13.21
4,1,Mango Jas-Lemonade,17,72.87,August,4.29
4,1,Plain Fried Rice,18,80.25,August,4.46
4,1,White Rice - DINE IN,48,73.59,August,1.53
4,1,Starry - Sprite,23,67.46,August,2.93
4,1,Matcha Milk Tea w. boba,16,72.67,August,4.54
4,1,Peach Jas-Lemonade,13,58.69,August,4.51
4,1,Jumbo Chicken Tenders(3),10,61.24,August,6.12
4,1,Original Jas-Lemonade,13,58.29,August,4.48
4,1,Gift Card,5,45.0,August,9.0
4,1,Bottled Soda,15,42.74,August,2.85
5,1,Ramen,17,41.2,August,2.42
5,1,Lychee Jas-Lemonade,10,37.81,August,3.78
5,1,Pork Bun (3),6,35.94,August,5.99
5,1,Orange Crush,13,38.73,August,2.98
5,1,Chunked Beef,10,39.28,August,3.93
5,1,Rice Noodle,15,36.91,August,2.46
5,1,Braised Pork,9,29.82,August,3.31
5,1,Braised Egg ?2 half?,15,26.3,August,1.75
5,1,Thai Milk Tea,5,24.37,August,4.87
5,1,White Rice,9,26.92,August,2.99
5,1,Blueberry Jas-Lemonade,6,20.52,August,3.42
5,1,Ramune - Strawberry,5,18.23,August,3.65
5,1,BF chicken cutlet,2,15.0,August,7.5
5,1,Braised Chicken,5,14.2,August,2.84
5,1,Chili Pepper Fried Chicken (8),1,11.99,August,11.99
5,1,Tangy Honey Mustard Fried Chicken(8),1,11.99,August,11.99
5,1,Bottled Water,7,12.64,August,1.81
5,1,Wasabi Spiced Fried Chicken (8),1,9.99,August,9.99
5,1,Shrimp (8),4,12.84,August,3.21
5,1,White Rice-To Go,3,9.5,August,3.17
5,1,Crispy French Fries,2,7.98,August,3.99
5,1,Pepsi Zero,2,7.32,August,3.66
6,1,Ramune - Melon,2,6.58,August,3.29
6,1,Sweet Tea,2,5.98,August,2.99
6,1,Jumbo Chicken Tender (3),1,5.5,August,5.5
6,1,Strawberry Milk Tea  (24oz),1,5.5,August,5.5
6,1,Tropical Jas-Lemonade,2,3.8,August,1.9
6,1,Coconut Milk,1,3.66,August,3.66
6,1,Ramune - Original,1,3.59,August,3.59
6,1,Brown Sugar Milk Tea w. Boba (24oz),1,2.37,August,2.37
6,1,Pork Bun (1),1,2.25,August,2.25
6,1,Open Food,1,1.5,August,1.5
6,1,Popping boba -,1,1.0,August,1.0
6,1,Mais special Sauce,1,1.0,August,1.0
6,1,Popping boba - -1,1,0.0,August,0.0
6,1,Sliced Fruit  - 5 day expiration,17,0.0,August,0.0
6,1,Brew Tea - 5 days exp,5,0.0,August,0.0
6,1,Braised Chicken - 5 days exp,4,0.0,August,0.0
6,1,Chunked Pork - 5 days exp,2,0.0,August,0.0
6,1,Chunked Beef - 5 days exp,8,0.0,August,0.0
6,1,Water,2140,0.0,August,0.0
6,1,Braised Egg,2,3.89,August,1.94
1,1,Beef Ramen,362,5626.37,September,15.54
1,1,Lunch Special,398,5606.57,September,14.09
1,1,Mai's BF Chicken Cutlet Combo,285,4312.18,September,15.13
1,1,Pork Ramen,242,3360.22,September,13.89
1,1,Chicken Ramen,205,2976.79,September,14.52
1,1,Beef Tossed Ramen,188,2867.41,September,15.25
1,1,Beef Tossed Rice Noodle,154,2519.72,September,16.36
1,1,Mai Special Fried Chicken(8),210,2225.58,September,10.6
1,1,Sichuan Chili Wontons,185,2054.87,September,11.11
1,1,House Ramen,119,1972.32,September,16.57
1,1,"Mai's Wing Wheel (Mai OG, Onion, Honey, Coco, Special)",144,1968.55,September,13.67
1,1,Chicken Rice Noodle Soup,133,1961.81,September,14.75
1,1,Chicken Fried Rice,148,1849.24,September,12.49
1,1,Beef Rice Noodle Soup,115,1807.11,September,15.71
1,1,Pork Tossed Ramen,137,1810.77,September,13.22
1,1,Pork Tossed Rice Noodle,115,1563.27,September,13.59
2,1,Chicken Tossed Rice Noodles,104,1523.75,September,14.65
2,1,Steamed Pork Buns,321,1423.98,September,4.44
2,1,Pork Rice Noodle Soup,95,1299.33,September,13.68
2,1,Chicken Tossed Ramen,98,1399.24,September,14.28
2,1,House Rice Noodle Soup,81,1301.92,September,16.07
2,1,House Fried Rice,84,1206.15,September,14.36
2,1,Shrimp Fried Rice,84,1112.14,September,13.24
2,1,Fried Pork Dumplings(10),111,1013.36,September,9.13
2,1,Steam Pork Dumplings(10),116,1011.17,September,8.72
2,1,Cream Cheese Rangoon(6),148,938.89,September,6.34
2,1,Beef Fried Rice,63,831.05,September,13.19
2,1,Brown Sugar Milk Tea w. boba,169,734.42,September,4.35
2,1,Thai Milk Tea w. boba,160,716.2,September,4.48
2,1,Vegetable Fried Rice,32,672.43,September,21.01
2,1,Crispy Spring Roll(3),133,674.23,September,5.07
2,1,Vegetable Ramen,49,679.6,September,13.87
2,1,House Tossed Rice Noodle,39,646.75,September,16.58
2,1,Mai's Golden Flake Fried Chicken(8),56,596.99,September,10.66
2,1,House Tossed Ramen,35,568.0,September,16.23
2,1,Wonton Soup,48,538.02,September,11.21
2,1,Pork Fried Rice,40,534.8,September,13.37
2,1,Citrus Honey Fried Chicken  (8),48,489.69,September,10.2
3,1,Golden Coconut Crunch Chicken(8),45,454.18,September,10.09
3,1,Tempura Shrimp(3),95,473.75,September,4.99
3,1,Vegetable Rice Noodle Soup,30,440.89,September,14.7
3,1,Chili Pepper Fried Chicken?8?,44,449.47,September,10.22
3,1,Spicy Cucumber Salad,75,412.16,September,5.5
3,1,Vegetable Tossed Rice Noodle,29,391.93,September,13.51
3,1,Matcha Milk Tea w. boba,81,397.22,September,4.9
3,1,Mango Milk Tea,81,383.84,September,4.74
3,1,Mai's BF Chicken Cutlet,54,384.46,September,7.12
3,1,Strawberry Sunrise,91,371.18,September,4.08
3,1,Mai BF Chicken Cutlet Combo,22,386.37,September,17.56
3,1,Brown Sugar Rice Cake (5),68,363.09,September,5.34
3,1,Vegetable Tossed Ramen,25,335.76,September,13.43
3,1,Mai OG Fried Chicken Wings(4),56,305.06,September,5.45
3,1,Golden Kiwi,68,308.61,September,4.54
3,1,Pepsi,98,288.33,September,2.94
3,1,Crispy Pork Egg Roll(3),72,294.48,September,4.09
3,1,Onion Glory Fried Chicken(8),28,283.72,September,10.13
3,1,Jumbo Chicken Tenders Combo (3),26,272.32,September,10.47
3,1,Mai Buffalo Chicken Wings(8),27,274.23,September,10.16
3,1,Dr. Pepper,87,257.85,September,2.96
3,1,Sweet Ice Tea,78,231.16,September,2.96
4,1,Steam Pork Bun ?3?,33,223.69,September,6.78
4,1,Specialty Drink,71,205.59,September,2.9
4,1,Crispy French Fries(LG),52,207.76,September,4.0
4,1,Sweet Sesame Ball (6) w. red bean,43,211.83,September,4.93
4,1,Tangy Honey Mustard Fried Chicken (8),18,181.85,September,10.1
4,1,Pepsi zero,61,180.29,September,2.96
4,1,Strawberry Milk Tea,39,186.22,September,4.77
4,1,Unsweet Ice Tea,48,141.77,September,2.95
4,1,Braised Chicken,4,109.59,September,27.4
4,1,Lemonade,38,111.42,September,2.93
4,1,Jumbo Chicken Tenders(3),18,109.98,September,6.11
4,1,Chunked Beef,8,106.24,September,13.28
4,1,Hot Tea,37,109.19,September,2.95
4,1,Lychee Jas-Lemonade,23,102.87,September,4.47
4,1,Plain Fried Rice,25,103.28,September,4.13
4,1,Mango Jas-Lemonade,21,88.84,September,4.23
4,1,Strawberry Jas-Lemonade,24,93.51,September,3.9
4,1,White Rice,27,80.94,September,3.0
4,1,Starry - Sprite,22,64.64,September,2.94
4,1,White Rice - DINE IN,42,62.75,September,1.49
4,1,Orange Crush,18,47.42,September,2.63
4,1,Rice Noodle,17,45.55,September,2.68
5,1,Bottled Soda,12,35.81,September,2.98
5,1,Original Jas-Lemonade,7,32.3,September,4.61
5,1,Peach Jas-Lemonade,7,30.52,September,4.36
5,1,Ramen,13,32.18,September,2.48
5,1,Braised Egg ?2 half?,16,27.74,September,1.73
5,1,Pepsi Zero,6,21.96,September,3.66
5,1,Blueberry Jas-Lemonade,5,24.73,September,4.95
5,1,Braised Pork,4,12.68,September,3.17
5,1,Tropical Jas-Lemonade,3,12.62,September,4.21
5,1,Ramune - Grape,3,10.98,September,3.66
5,1,Ramune - Strawberry,3,10.98,September,3.66
5,1,??? Orange Soda,2,7.32,September,3.66
5,1,Braised Egg,3,6.42,September,2.14
5,1,Mais special Sauce,5,6.15,September,1.23
5,1,Bottled Water,3,5.25,September,1.75
5,1,Sweet Tea,1,3.66,September,3.66
5,1,Ramune - Melon,1,3.66,September,3.66
5,1,White Rice-To Go,2,4.5,September,2.25
5,1,Mais Special Sauce,1,1.0,September,1.0
5,1,Water,2320,0.0,September,0.0
5,1,Sliced Fruit  - 5 day expiration,1,0.0,September,0.0
5,1,House Tossed Rice Noodle,1,15.99,September,15.99
1,1,Beef Ramen,357,5600.47,October,15.69
1,1,Lunch Special,366,5149.01,October,14.07
1,1,Mai's BF Chicken Cutlet Combo,266,4080.53,October,15.34
1,1,Pork Ramen,227,3194.81,October,14.07
1,1,Chicken Ramen,204,2934.9,October,14.39
1,1,Beef Tossed Rice Noodle,155,2522.59,October,16.27
1,1,Beef Tossed Ramen,170,2547.87,October,14.99
1,1,Chicken Fried Rice,190,2379.19,October,12.52
1,1,Mai Special Fried Chicken(8),200,2002.64,October,10.01
1,1,Chicken Rice Noodle Soup,133,1979.08,October,14.88
1,1,Sichuan Chili Wontons,165,1867.63,October,11.32
1,1,Pork Tossed Ramen,144,1917.99,October,13.32
1,1,Beef Rice Noodle Soup,118,1837.62,October,15.57
1,1,Steamed Pork Buns,349,1735.84,October,4.97
1,1,House Ramen,97,1595.96,October,16.45
1,1,Pork Tossed Rice Noodle,105,1423.4,October,13.56
2,1,"Mai's Wing Wheel (Mai OG, Onion, Honey, Coco, Special)",106,1436.39,October,13.55
2,1,Chicken Tossed Ramen,93,1317.34,October,14.16
2,1,Mai's Golden Flake Fried Chicken(8),81,1171.06,October,14.46
2,1,Fried Pork Dumplings(10),136,1239.72,October,9.12
2,1,Beef Fried Rice,82,1175.2,October,14.33
2,1,Chicken Tossed Rice Noodles,73,1041.0,October,14.26
2,1,Cream Cheese Rangoon(6),147,1085.89,October,7.39
2,1,Shrimp Fried Rice,78,1056.36,October,13.54
2,1,Steam Pork Dumplings(10),114,1008.12,October,8.84
2,1,Pork Rice Noodle Soup,68,933.28,October,13.72
2,1,House Fried Rice,63,906.49,October,14.39
2,1,House Rice Noodle Soup,59,974.87,October,16.52
2,1,Vegetable Fried Rice,39,805.56,October,20.66
2,1,Mai's BF Chicken Cutlet,109,781.11,October,7.17
2,1,Vegetable Ramen,55,771.57,October,14.03
2,1,Thai Milk Tea w. boba,166,738.59,October,4.45
2,1,Brown Sugar Milk Tea w. boba,169,728.16,October,4.31
2,1,House Tossed Rice Noodle,41,682.06,October,16.64
2,1,Pork Fried Rice,40,588.41,October,14.71
2,1,Wonton Soup,48,538.9,October,11.23
2,1,Crispy Spring Roll(3),111,514.27,October,4.63
2,1,Chili Pepper Fried Chicken?8?,50,494.84,October,9.9
3,1,House Tossed Ramen,32,516.72,October,16.15
3,1,Tempura Shrimp(3),88,445.43,October,5.06
3,1,Vegetable Rice Noodle Soup,32,442.28,October,13.82
3,1,Golden Coconut Crunch Chicken(8),42,422.19,October,10.05
3,1,Jumbo Chicken Tenders Combo (3),39,391.75,October,10.04
3,1,Matcha Milk Tea w. boba,88,445.74,October,5.07
3,1,Crispy Pork Egg Roll(3),91,372.53,October,4.09
3,1,Mango Milk Tea,82,381.28,October,4.65
3,1,Spicy Cucumber Salad,64,356.75,October,5.57
3,1,Sweet Sesame Ball (6) w. red bean,66,326.11,October,4.94
3,1,Steam Pork Bun ?3?,39,294.51,October,7.55
3,1,Vegetable Tossed Rice Noodle,17,302.35,October,17.79
3,1,Dr. Pepper,98,291.57,October,2.98
3,1,Vegetable Tossed Ramen,21,291.16,October,13.86
3,1,Pepsi,90,268.09,October,2.98
3,1,Brown Sugar Rice Cake (5),50,268.38,October,5.37
3,1,Citrus Honey Fried Chicken  (8),29,286.81,October,9.89
3,1,Pepsi zero,94,277.37,October,2.95
3,1,Tangy Honey Mustard Fried Chicken (8),26,257.33,October,9.9
3,1,Onion Glory Fried Chicken(8),22,223.8,October,10.17
3,1,Strawberry Sunrise,59,252.37,October,4.28
3,1,Strawberry Milk Tea,50,234.01,October,4.68
4,1,Mai OG Fried Chicken Wings(4),42,217.46,October,5.18
4,1,Golden Kiwi,46,207.64,October,4.51
4,1,Sweet Ice Tea,71,209.81,October,2.96
4,1,Plain Fried Rice,43,182.43,October,4.24
4,1,Crispy French Fries(LG),47,184.41,October,3.92
4,1,Specialty Drink,57,169.58,October,2.98
4,1,Mai BF Chicken Cutlet Combo,10,175.94,October,17.59
4,1,Mai Buffalo Chicken Wings(8),20,193.97,October,9.7
4,1,Mango Jas-Lemonade,38,168.05,October,4.42
4,1,Unsweet Ice Tea,53,154.07,October,2.91
4,1,Hot Tea,39,115.78,October,2.97
4,1,Strawberry Jas-Lemonade,29,130.03,October,4.48
4,1,Lemonade,38,108.96,October,2.87
4,1,Starry - Sprite,25,73.66,October,2.95
4,1,Jumbo Chicken Tenders(3),15,97.02,October,6.47
4,1,Original Jas-Lemonade,15,63.99,October,4.27
4,1,Ramen,26,65.93,October,2.54
4,1,White Rice - DINE IN,42,60.26,October,1.43
4,1,White Rice,19,58.14,October,3.06
4,1,Bottled Soda,16,48.26,October,3.02
4,1,Peach Jas-Lemonade,8,37.01,October,4.63
4,1,Orange Crush,13,39.39,October,3.03
5,1,Lychee Jas-Lemonade,7,30.7,October,4.39
5,1,Rice Noodle,11,27.7,October,2.52
5,1,Mais special Sauce,21,25.6,October,1.22
5,1,Pepsi Zero,6,21.29,October,3.55
5,1,White Rice-To Go,10,23.75,October,2.38
5,1,Braised Egg ?2 half?,12,21.0,October,1.75
5,1,Tropical Jas-Lemonade,3,15.0,October,5.0
5,1,Mango Bingsu,2,14.29,October,7.14
5,1,Brown Sugar Bingsu,4,20.25,October,5.06
5,1,Ramune - Strawberry,4,13.3,October,3.32
5,1,Shrimp (8),4,13.0,October,3.25
5,1,Blueberry Jas-Lemonade,4,16.55,October,4.14
5,1,Thai Bingsu,4,19.23,October,4.81
5,1,Chunked Beef,3,12.32,October,4.11
5,1,Open Food,2,9.31,October,4.66
5,1,Bottled Water,5,8.58,October,1.72
5,1,Ramune - Grape,2,7.32,October,3.66
5,1,Braised Pork,2,7.23,October,3.62
5,1,Strawberry Bingsu,2,6.75,October,3.38
5,1,Coconut Milk,2,6.65,October,3.32
5,1,Braised Egg,3,6.42,October,2.14
5,1,??? Orange Soda,1,3.66,October,3.66
6,1,Ramune - Melon,1,3.66,October,3.66
6,1,Braised Chicken,1,3.25,October,3.25
6,1,soup to go,1,1.5,October,1.5
6,1,Water,2157,0.0,October,0.0
